,_id,account,collateralAmountTotal,collateralAmountTotalUsd,token,symbol,timestamp,__v
0,643acb56f6ca059ac1b569ca,0x3f1Cf2c4Ed96554b76763C8b38D66B66cc48E841,3.219839695336517,12879.358781346069,0xe1a933729068b0b51452bac510ce94dd9ab57a11,aEthWETH,1677842664,0
1,643acb57f6ca059ac1b569d0,0x3f1Cf2c4Ed96554b76763C8b38D66B66cc48E841,22410.83582891096,22410.83582891096,0x67550df3290415611f6c140c81cd770ff1742cb9,aEthDAI,1677843132,0
2,643acb59f6ca059ac1b569df,0x1dE2AD292207DB84286111563ced08464A0Cfb3d,10.549599238341294,42198.396953365176,0xe1a933729068b0b51452bac510ce94dd9ab57a11,aEthWETH,1677845976,0
3,643acb5bf6ca059ac1b569ed,0x1dE2AD292207DB84286111563ced08464A0Cfb3d,20018.916462,20018.916462,0x55d45c6649a0ff74097d66aa6a6ae18a66bb2ff3,aEthUSDC,1677846132,0
4,643acb5df6ca059ac1b569f3,0xE4217040c894e8873EE19d675b6d0EeC992c2c0D,0.3,18000.0,0x89b6d1393d1066f88eafd8ba50ce13307529fc95,aEthWBTC,1677849588,0
5,643acb5ff6ca059ac1b569f9,0xE4217040c894e8873EE19d675b6d0EeC992c2c0D,30.0,9000.0,0xd3b304653e6dfb264212f7dd427f9e926b2eaa05,aEthAAVE,1677849696,0
6,643acb61f6ca059ac1b569ff,0xE4217040c894e8873EE19d675b6d0EeC992c2c0D,300.0,9000.0,0xd21a6990e47a07574dd6a876f6b5557c990d5867,aEthLINK,1677849792,0
7,643acb62f6ca059ac1b56a05,0xE4217040c894e8873EE19d675b6d0EeC992c2c0D,3000.0,3377.9999999999995,0x0c4b9f731696bed1b0834f48a7f24e513dc3cfd7,aEthEURS,1677849864,0
8,643acb63f6ca059ac1b56a0b,0xE4217040c894e8873EE19d675b6d0EeC992c2c0D,3000.0,3000.0,0x67550df3290415611f6c140c81cd770ff1742cb9,aEthDAI,1677849948,0
9,643acb65f6ca059ac1b56a11,0xE4217040c894e8873EE19d675b6d0EeC992c2c0D,300.0,300.0,0xfbe6e10f1e7b15e2e7904a5ca249a8b6df8d4309,aEthUSDT,1677850056,0
10,643acb6af6ca059ac1b56a46,0xE4217040c894e8873EE19d675b6d0EeC992c2c0D,0.0,0.0,0x67550df3290415611f6c140c81cd770ff1742cb9,aEthDAI,1677850632,0
11,643acb6af6ca059ac1b56a4b,0xE4217040c894e8873EE19d675b6d0EeC992c2c0D,0.0,0.0,0xd3b304653e6dfb264212f7dd427f9e926b2eaa05,aEthAAVE,1677850908,0
12,643acb6af6ca059ac1b56a50,0xE4217040c894e8873EE19d675b6d0EeC992c2c0D,0.0,0.0,0x89b6d1393d1066f88eafd8ba50ce13307529fc95,aEthWBTC,1677850980,0
13,643acb6af6ca059ac1b56a55,0xE4217040c894e8873EE19d675b6d0EeC992c2c0D,0.0,0.0,0xd21a6990e47a07574dd6a876f6b5557c990d5867,aEthLINK,1677851040,0
14,643acb6bf6ca059ac1b56a5a,0xE4217040c894e8873EE19d675b6d0EeC992c2c0D,0.0,0.0,0xfbe6e10f1e7b15e2e7904a5ca249a8b6df8d4309,aEthUSDT,1677851160,0
15,643acb6bf6ca059ac1b56a5f,0xE4217040c894e8873EE19d675b6d0EeC992c2c0D,0.0,0.0,0x0c4b9f731696bed1b0834f48a7f24e513dc3cfd7,aEthEURS,1677851328,0
16,643acb6bf6ca059ac1b56a65,0xE4217040c894e8873EE19d675b6d0EeC992c2c0D,500.0,500.0,0xfbe6e10f1e7b15e2e7904a5ca249a8b6df8d4309,aEthUSDT,1677851388,0
17,643acb6bf6ca059ac1b56a6a,0xE4217040c894e8873EE19d675b6d0EeC992c2c0D,0.0,0.0,0xfbe6e10f1e7b15e2e7904a5ca249a8b6df8d4309,aEthUSDT,1677851448,0
18,643acb6cf6ca059ac1b56a6f,0x3f1Cf2c4Ed96554b76763C8b38D66B66cc48E841,4.219839695336518,16879.35878134607,0xe1a933729068b0b51452bac510ce94dd9ab57a11,aEthWETH,1677860424,0
19,643acb77f6ca059ac1b56a7d,0x5DAe0eb248f8bB2F1E80aFC58A33fE6F4cC952C7,0.004440765373412683,17.76306149365073,0xe1a933729068b0b51452bac510ce94dd9ab57a11,aEthWETH,1678239000,0
20,643acb77f6ca059ac1b56a83,0x06dC1801A857e1B63d8db47bFFA1a1648Ce7e5D3,0.7427698502199832,2971.079400879933,0xe1a933729068b0b51452bac510ce94dd9ab57a11,aEthWETH,1678246764,0
21,643acb78f6ca059ac1b56a88,0x5DAe0eb248f8bB2F1E80aFC58A33fE6F4cC952C7,0.005440765373412683,21.76306149365073,0xe1a933729068b0b51452bac510ce94dd9ab57a11,aEthWETH,1678247580,0
22,643acb78f6ca059ac1b56a8d,0x5DAe0eb248f8bB2F1E80aFC58A33fE6F4cC952C7,0.005540765373412683,22.163061493650734,0xe1a933729068b0b51452bac510ce94dd9ab57a11,aEthWETH,1678247880,0
23,643acb78f6ca059ac1b56a92,0x5DAe0eb248f8bB2F1E80aFC58A33fE6F4cC952C7,0.006540765373412683,26.163061493650734,0xe1a933729068b0b51452bac510ce94dd9ab57a11,aEthWETH,1678249860,0
24,643acb79f6ca059ac1b56a98,0x83F1F94d3f6253Ac6762ccF72C57AFD8850B5EDb,20018.904000000002,20018.904000000002,0x55d45c6649a0ff74097d66aa6a6ae18a66bb2ff3,aEthUSDC,1678250940,0
25,643acb7af6ca059ac1b56aa7,0x83F1F94d3f6253Ac6762ccF72C57AFD8850B5EDb,4.441766560392227,17767.066241568908,0xe1a933729068b0b51452bac510ce94dd9ab57a11,aEthWETH,1678251180,0
26,643acb7bf6ca059ac1b56aad,0x4EB286F3536a99A127bE07DcF745c8c0EAA6Ad10,0.342731595605862,1370.926382423448,0xe1a933729068b0b51452bac510ce94dd9ab57a11,aEthWETH,1678262004,0
27,643acb7bf6ca059ac1b56ab3,0xe866451d43A6545FE035fc51349EB7e0EAd92A99,40.019999999999996,45.06251999999999,0x0c4b9f731696bed1b0834f48a7f24e513dc3cfd7,aEthEURS,1678270320,0
28,643acb7cf6ca059ac1b56ab9,0xe866451d43A6545FE035fc51349EB7e0EAd92A99,240.10664525064334,240.10664525064334,0x67550df3290415611f6c140c81cd770ff1742cb9,aEthDAI,1678270428,0
29,643acb7cf6ca059ac1b56abf,0xe866451d43A6545FE035fc51349EB7e0EAd92A99,0.06000008,3600.0047999999997,0x89b6d1393d1066f88eafd8ba50ce13307529fc95,aEthWBTC,1678270764,0
30,643acb7df6ca059ac1b56ac5,0xe866451d43A6545FE035fc51349EB7e0EAd92A99,0.21099196801788833,843.9678720715533,0xe1a933729068b0b51452bac510ce94dd9ab57a11,aEthWETH,1678270872,0
31,643acb7df6ca059ac1b56acb,0x7E3114fCbc1d529Fd96DE61D65D4a03071609C56,40055.347057,40055.347057,0x55d45c6649a0ff74097d66aa6a6ae18a66bb2ff3,aEthUSDC,1678280268,0
32,643acb7ef6ca059ac1b56ad1,0x7E3114fCbc1d529Fd96DE61D65D4a03071609C56,75.61787288724062,302471.4915489625,0xe1a933729068b0b51452bac510ce94dd9ab57a11,aEthWETH,1678280448,0
33,643acb7ef6ca059ac1b56ad6,0x7E3114fCbc1d529Fd96DE61D65D4a03071609C56,75.61787293301211,302471.49173204845,0xe1a933729068b0b51452bac510ce94dd9ab57a11,aEthWETH,1678280544,0
34,643acb7ff6ca059ac1b56adc,0xe70cDC67C91d5519DD4682cA162E40480773255a,-7.2,-28800.0,0xe1a933729068b0b51452bac510ce94dd9ab57a11,aEthWETH,1678280544,0
35,643acb7ff6ca059ac1b56adf,0x7E3114fCbc1d529Fd96DE61D65D4a03071609C56,85.6178734873359,342471.4939493436,0xe1a933729068b0b51452bac510ce94dd9ab57a11,aEthWETH,1678282176,0
36,643acb7ff6ca059ac1b56ae5,0xBccD3054e883F66a71bA0f5c059322170b58A4Ef,239.00028045,14340016.827,0x89b6d1393d1066f88eafd8ba50ce13307529fc95,aEthWBTC,1678282344,0
37,643acb80f6ca059ac1b56aeb,0xe5436A735501DC4353267e101A82dE304231E2BB,4023.73288449109,120711.9865347327,0xd21a6990e47a07574dd6a876f6b5557c990d5867,aEthLINK,1678282500,0
38,643acb80f6ca059ac1b56af1,0xe5436A735501DC4353267e101A82dE304231E2BB,10.00001368,600000.8208,0x89b6d1393d1066f88eafd8ba50ce13307529fc95,aEthWBTC,1678282584,0
39,643acb81f6ca059ac1b56af7,0x44864cA9568A11CF31BF358b435B7E0A6a83C5Eb,6.329751766018315,25319.007064073263,0xe1a933729068b0b51452bac510ce94dd9ab57a11,aEthWETH,1678282608,0
40,643acb81f6ca059ac1b56afd,0xe5436A735501DC4353267e101A82dE304231E2BB,20008.886268578324,20008.886268578324,0x67550df3290415611f6c140c81cd770ff1742cb9,aEthDAI,1678282656,0
41,643acb82f6ca059ac1b56b03,0xe5436A735501DC4353267e101A82dE304231E2BB,20007.290405,20007.290405,0xfbe6e10f1e7b15e2e7904a5ca249a8b6df8d4309,aEthUSDT,1678283688,0
42,643acb82f6ca059ac1b56b09,0xd2E635B2a152Ebf194a1cdEb2dd60dCd9B8f3f49,0.10000001283053994,400.0000513221598,0xe1a933729068b0b51452bac510ce94dd9ab57a11,aEthWETH,1678285716,0
43,643acb83f6ca059ac1b56b0f,0x69Fc43aa4Bd892760aFb39CdB4aebf0Bc565Ae1F,20008.886207374904,20008.886207374904,0x67550df3290415611f6c140c81cd770ff1742cb9,aEthDAI,1678286196,0
44,643acb84f6ca059ac1b56b1d,0x69Fc43aa4Bd892760aFb39CdB4aebf0Bc565Ae1F,20011.14,22532.543639999996,0x0c4b9f731696bed1b0834f48a7f24e513dc3cfd7,aEthEURS,1678286304,0
45,643acb84f6ca059ac1b56b23,0x69Fc43aa4Bd892760aFb39CdB4aebf0Bc565Ae1F,20018.903744,20018.903744,0x55d45c6649a0ff74097d66aa6a6ae18a66bb2ff3,aEthUSDC,1678286484,0
46,643acb86f6ca059ac1b56b38,0xBccD3054e883F66a71bA0f5c059322170b58A4Ef,241.00028045,14460016.827,0x89b6d1393d1066f88eafd8ba50ce13307529fc95,aEthWBTC,1678288404,0
47,643acb86f6ca059ac1b56b3d,0xBccD3054e883F66a71bA0f5c059322170b58A4Ef,243.00028045,14580016.827,0x89b6d1393d1066f88eafd8ba50ce13307529fc95,aEthWBTC,1678288476,0
48,643acb87f6ca059ac1b56b58,0xd2E635B2a152Ebf194a1cdEb2dd60dCd9B8f3f49,0.10000002439044901,400.00009756179605,0xe1a933729068b0b51452bac510ce94dd9ab57a11,aEthWETH,1678289844,0
49,643acb87f6ca059ac1b56b5c,0xe70cDC67C91d5519DD4682cA162E40480773255a,-7.3,-29200.0,0xe1a933729068b0b51452bac510ce94dd9ab57a11,aEthWETH,1678289844,0
50,643acb88f6ca059ac1b56b60,0x7E3114fCbc1d529Fd96DE61D65D4a03071609C56,95.61787723776466,382471.5089510586,0xe1a933729068b0b51452bac510ce94dd9ab57a11,aEthWETH,1678292472,0
51,643acb88f6ca059ac1b56b66,0x38123a191e9685448658d2207B0543E2Fb9282cC,0.2109916929711023,843.9667718844091,0xe1a933729068b0b51452bac510ce94dd9ab57a11,aEthWETH,1678293588,0
52,643acb89f6ca059ac1b56b74,0x115d9Efe1f89A8BaA36f3096F08455c83745eA01,0.10884984310456622,435.3993724182649,0xe1a933729068b0b51452bac510ce94dd9ab57a11,aEthWETH,1678297596,0
53,643acb8af6ca059ac1b56b82,0x115d9Efe1f89A8BaA36f3096F08455c83745eA01,0.020008873015230057,0.020008873015230057,0x67550df3290415611f6c140c81cd770ff1742cb9,aEthDAI,1678298700,0
54,643acb8bf6ca059ac1b56b88,0x0f831a90fD7Cd559404b77D4B42Aa3ef4cc28a63,0.021099166672272233,84.39666668908893,0xe1a933729068b0b51452bac510ce94dd9ab57a11,aEthWETH,1678310124,0
55,643acb8cf6ca059ac1b56b9e,0x0f831a90fD7Cd559404b77D4B42Aa3ef4cc28a63,20013.290094981417,20013.290094981417,0x67550df3290415611f6c140c81cd770ff1742cb9,aEthDAI,1678310592,0
56,643acb8df6ca059ac1b56bab,0x0f831a90fD7Cd559404b77D4B42Aa3ef4cc28a63,30013.290399258247,30013.290399258247,0x67550df3290415611f6c140c81cd770ff1742cb9,aEthDAI,1678311372,0
57,643acb8df6ca059ac1b56bb1,0x0f831a90fD7Cd559404b77D4B42Aa3ef4cc28a63,50066.156277,50066.156277,0x55d45c6649a0ff74097d66aa6a6ae18a66bb2ff3,aEthUSDC,1678311468,0
58,643acb8ef6ca059ac1b56bb7,0x12bEf9F06cE1e92cF2eF3e7DC282B70fA1e7Fab2,0.05000000220429443,200.00000881717773,0xe1a933729068b0b51452bac510ce94dd9ab57a11,aEthWETH,1678312488,0
59,643acb8ff6ca059ac1b56bcb,0x12bEf9F06cE1e92cF2eF3e7DC282B70fA1e7Fab2,0.050000003393427944,200.00001357371178,0xe1a933729068b0b51452bac510ce94dd9ab57a11,aEthWETH,1678313868,0
60,643acb8ff6ca059ac1b56bcf,0xe70cDC67C91d5519DD4682cA162E40480773255a,-7.3499999992031375,-29399.99999681255,0xe1a933729068b0b51452bac510ce94dd9ab57a11,aEthWETH,1678313868,0
61,643acb90f6ca059ac1b56bd4,0x75E5f31F424F013C641Bb28DABBCae10E1439627,2.00088448756145,2.00088448756145,0x67550df3290415611f6c140c81cd770ff1742cb9,aEthDAI,1678343040,0
62,643acb91f6ca059ac1b56be2,0xc8EEb13D3765280f97fA1b153F166D6F840D6165,40.037803,40.037803,0x55d45c6649a0ff74097d66aa6a6ae18a66bb2ff3,aEthUSDC,1678344804,0
63,643acb91f6ca059ac1b56be8,0xb33ea596194B7d0cA77263246B5E9AF4a619853C,1000.4421850224858,1000.4421850224858,0x67550df3290415611f6c140c81cd770ff1742cb9,aEthDAI,1678345524,0
64,643acb92f6ca059ac1b56bee,0xb33ea596194B7d0cA77263246B5E9AF4a619853C,1020.98289,1020.98289,0x55d45c6649a0ff74097d66aa6a6ae18a66bb2ff3,aEthUSDC,1678345596,0
65,643acb92f6ca059ac1b56bf3,0xb33ea596194B7d0cA77263246B5E9AF4a619853C,1040.98289,1040.98289,0x55d45c6649a0ff74097d66aa6a6ae18a66bb2ff3,aEthUSDC,1678346328,0
66,643acb92f6ca059ac1b56bf9,0x6512004D778466DdE511585289ae5B2405AFfF11,0.0021099181779362973,8.439672711745189,0xe1a933729068b0b51452bac510ce94dd9ab57a11,aEthWETH,1678347972,0
67,643acb94f6ca059ac1b56c07,0x9e2A5304aEE86cd316d1A355570431b2c67782DC,0.42198362610220097,1687.9345044088038,0xe1a933729068b0b51452bac510ce94dd9ab57a11,aEthWETH,1678350444,0
68,643acb95f6ca059ac1b56c15,0x878b0778eC95D18cb3b42a0C66ACdc476869bBe7,201.1866445388531,6035.599336165593,0xd21a6990e47a07574dd6a876f6b5557c990d5867,aEthLINK,1678357680,0
69,643acb95f6ca059ac1b56c1b,0x76119cb6531BFB152C0E4355Ec5F697eBB18A0B0,114.00020889,6840012.5334,0x89b6d1393d1066f88eafd8ba50ce13307529fc95,aEthWBTC,1678362960,0
70,643acb96f6ca059ac1b56c21,0x76119cb6531BFB152C0E4355Ec5F697eBB18A0B0,50030.121028,50030.121028,0xfbe6e10f1e7b15e2e7904a5ca249a8b6df8d4309,aEthUSDT,1678363800,0
