,_id,account,debtAmountTotal,debtAmountTotalUsd,token,symbol,type,retaining,highestAmount,timestamp,__v
0,643acb59f6ca059ac1b569d7,0x3f1Cf2c4Ed96554b76763C8b38D66B66cc48E841,300.1561804365623,300.1561804365623,0x1badcb245082a0e90c41770d47c7b58cba59af74,variableDebtEthDAI,variable,True,300.1561804365623,1677843192,0
1,643acb5af6ca059ac1b569e5,0x1dE2AD292207DB84286111563ced08464A0Cfb3d,1000.5070119255847,1000.5070119255847,0x1badcb245082a0e90c41770d47c7b58cba59af74,variableDebtEthDAI,variable,True,1000.5070119255847,1677846024,0
2,643acb66f6ca059ac1b56a18,0xE4217040c894e8873EE19d675b6d0EeC992c2c0D,300.0,300.0,0x3600d5d4ba52d4ae4327dd7cb1437bf56eee6a76,variableDebtEthUSDC,variable,True,300.0,1677850128,0
3,643acb67f6ca059ac1b56a21,0xE4217040c894e8873EE19d675b6d0EeC992c2c0D,300.0,300.0,0x65d31f6448888ab440d175df42fa39a37788bcc5,stableDebtEthUSDC,stable,True,300.0,1677850188,0
4,643acb69f6ca059ac1b56a2a,0xE4217040c894e8873EE19d675b6d0EeC992c2c0D,100.0,3000.0,0x6b7a94087d56571b4f31765fbb3e761d95c34da5,variableDebtEthLINK,variable,True,100.0,1677850236,0
5,643acb69f6ca059ac1b56a31,0xE4217040c894e8873EE19d675b6d0EeC992c2c0D,0.0,0.0,0x3600d5d4ba52d4ae4327dd7cb1437bf56eee6a76,variableDebtEthUSDC,variable,False,300.0,1677850368,0
6,643acb69f6ca059ac1b56a38,0xE4217040c894e8873EE19d675b6d0EeC992c2c0D,0.0,0.0,0x6b7a94087d56571b4f31765fbb3e761d95c34da5,variableDebtEthLINK,variable,False,100.0,1677850404,0
7,643acb69f6ca059ac1b56a3f,0xE4217040c894e8873EE19d675b6d0EeC992c2c0D,0.0,0.0,0x65d31f6448888ab440d175df42fa39a37788bcc5,stableDebtEthUSDC,stable,False,300.0,1677850452,0
8,643acb6cf6ca059ac1b56a75,0x3f1Cf2c4Ed96554b76763C8b38D66B66cc48E841,988.5466200000001,988.5466200000001,0x3600d5d4ba52d4ae4327dd7cb1437bf56eee6a76,variableDebtEthUSDC,variable,True,988.5466200000001,1677860460,0
9,643acb7af6ca059ac1b56a9f,0x83F1F94d3f6253Ac6762ccF72C57AFD8850B5EDb,4.316174799605307,17264.699198421225,0xa037e753163dc9c4b5d29e36869ca3cc062bbabd,variableDebtEthWETH,variable,True,4.316174799605307,1678251060,0
10,643acb83f6ca059ac1b56b15,0x69Fc43aa4Bd892760aFb39CdB4aebf0Bc565Ae1F,15007.240309182642,15007.240309182642,0x1badcb245082a0e90c41770d47c7b58cba59af74,variableDebtEthDAI,variable,True,15007.240309182642,1678286244,0
11,643acb85f6ca059ac1b56b29,0x69Fc43aa4Bd892760aFb39CdB4aebf0Bc565Ae1F,3842.062455,3842.062455,0x3600d5d4ba52d4ae4327dd7cb1437bf56eee6a76,variableDebtEthUSDC,variable,True,3842.062455,1678286544,0
12,643acb86f6ca059ac1b56b31,0xd2E635B2a152Ebf194a1cdEb2dd60dCd9B8f3f49,0.010000002515161926,40.0000100606477,0xa037e753163dc9c4b5d29e36869ca3cc062bbabd,variableDebtEthWETH,variable,True,0.010000002515161926,1678288380,0
13,643acb86f6ca059ac1b56b42,0xd2E635B2a152Ebf194a1cdEb2dd60dCd9B8f3f49,4.687062954769616e-09,1.8748251819078465e-05,0xa037e753163dc9c4b5d29e36869ca3cc062bbabd,variableDebtEthWETH,variable,False,0.010000002515161926,1678288932,0
14,643acb87f6ca059ac1b56b4a,0xd2E635B2a152Ebf194a1cdEb2dd60dCd9B8f3f49,100.00000997106486,100.00000997106486,0x1badcb245082a0e90c41770d47c7b58cba59af74,variableDebtEthDAI,variable,True,100.00000997106486,1678289100,0
15,643acb87f6ca059ac1b56b51,0xd2E635B2a152Ebf194a1cdEb2dd60dCd9B8f3f49,1.9932526456045707e-05,1.9932526456045707e-05,0x1badcb245082a0e90c41770d47c7b58cba59af74,variableDebtEthDAI,variable,False,100.00000997106486,1678289328,0
16,643acb89f6ca059ac1b56b6c,0x38123a191e9685448658d2207B0543E2Fb9282cC,20.010742999999998,20.010742999999998,0x3600d5d4ba52d4ae4327dd7cb1437bf56eee6a76,variableDebtEthUSDC,variable,True,20.010742999999998,1678293648,0
17,643acb8af6ca059ac1b56b7a,0x115d9Efe1f89A8BaA36f3096F08455c83745eA01,4.001920854273191,4.001920854273191,0x1badcb245082a0e90c41770d47c7b58cba59af74,variableDebtEthDAI,variable,True,4.001920854273191,1678297692,0
18,643acb8bf6ca059ac1b56b8e,0x0f831a90fD7Cd559404b77D4B42Aa3ef4cc28a63,20.00955028566118,20.00955028566118,0x1badcb245082a0e90c41770d47c7b58cba59af74,variableDebtEthDAI,variable,True,20.00955028566118,1678310184,0
19,643acb8cf6ca059ac1b56b96,0x0f831a90fD7Cd559404b77D4B42Aa3ef4cc28a63,20.010728999999998,20.010728999999998,0x3600d5d4ba52d4ae4327dd7cb1437bf56eee6a76,variableDebtEthUSDC,variable,True,20.010728999999998,1678310292,0
20,643acb8df6ca059ac1b56ba4,0x0f831a90fD7Cd559404b77D4B42Aa3ef4cc28a63,6.8123071189219475,27249.22847568779,0xa037e753163dc9c4b5d29e36869ca3cc062bbabd,variableDebtEthWETH,variable,True,6.8123071189219475,1678311180,0
